Department,JobRole,Age Band,Age,Business Unit,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,Job Type,MaritalStatus,MonthlyIncome  ,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Sick Days,Balance Days
Research & Development,Research Director,45 - 54,54,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,4,Medium,Part Time,Married,17779,3,No,Good,Bad,10,9,0,5,14
Research & Development,Healthcare Representative,25 - 34,31,Hyderabad,No,Travel_Rarely,Medical,3,Male,2,High,Part Time,Married,6833,1,Yes,Low,Best,6,5,0,12,7
Research & Development,Healthcare Representative,25 - 34,31,Mumbai,No,Travel_Rarely,Medical,3,Female,2,Medium,Full Time,Single,6812,1,No,Good,Better,10,9,1,2,12
Sales,Sales Executive,Over 55,59,Mumbai,No,Travel_Rarely,Life Sciences,3,Female,2,Very High,Full Time,Single,5171,5,No,Outstanding,Good,6,1,0,8,11
Research & Development,Research Director,35 - 44,43,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,5,Medium,Part Time,Married,19740,3,No,Good,Best,8,7,0,8,5
Research & Development,Manager,45 - 54,49,Pune,No,Travel_Rarely,Medical,1,Male,5,High,Part Time,Married,18711,2,No,Good,Best,1,0,0,2,20
Research & Development,Research Scientist,35 - 44,36,Pune,No,Travel_Frequently,Technical Degree,3,Male,1,Medium,Part Time,Married,3692,1,No,Excellent,Bad,11,10,0,4,18
Research & Development,Laboratory Technician,45 - 54,48,Mumbai,No,Travel_Rarely,Technical Degree,4,Male,1,Low,Part Time,Single,2559,5,No,Low,Better,1,0,0,6,8
Research & Development,Research Scientist,25 - 34,27,Pune,No,Travel_Rarely,Life Sciences,1,Male,1,High,Part Time,Divorced,2517,1,No,Excellent,Best,5,3,0,3,13
Research & Development,Healthcare Representative,25 - 34,29,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,2,Medium,Part Time,Divorced,6623,1,Yes,Good,Best,6,0,1,11,17
Research & Development,Research Director,45 - 54,48,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,5,High,Part Time,Single,18265,6,No,Excellent,Bad,1,0,0,8,19
Research & Development,Research Director,25 - 34,29,Hyderabad,No,Travel_Rarely,Life Sciences,4,Female,4,Medium,Full Time,Divorced,16124,3,No,Excellent,Best,7,7,1,6,12
Research & Development,Research Scientist,25 - 34,34,Banglore,No,Travel_Rarely,Technical Degree,3,Female,1,Very High,Part Time,Married,2585,0,No,Excellent,Bad,1,0,0,6,5
Sales,Manager,35 - 44,44,Banglore,No,Travel_Rarely,Marketing,2,Male,5,High,Full Time,Married,18213,7,No,Good,Good,22,9,3,10,12
Sales,Sales Executive,25 - 34,33,Pune,No,Travel_Rarely,Marketing,4,Male,3,High,Part Time,Divorced,8380,0,Yes,Good,Best,9,8,0,4,6
Research & Development,Research Scientist,Under 25,19,Banglore,No,Travel_Rarely,Life Sciences,2,Female,1,High,Part Time,Single,2994,1,Yes,Good,Bad,1,0,0,3,11
Research & Development,Research Scientist,Under 25,23,Banglore,No,Travel_Rarely,Life Sciences,4,Male,1,High,Full Time,Married,1223,1,No,Good,Best,1,0,0,6,10
Sales,Sales Representative,25 - 34,25,Hyderabad,Yes,Travel_Frequently,Life Sciences,3,Male,1,High,Full Time,Single,1118,1,Yes,Good,Good,1,0,1,2,13
Research & Development,Research Scientist,25 - 34,26,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,1,High,Part Time,Single,2875,1,Yes,Low,Good,8,5,2,8,11
Sales,Manager,45 - 54,45,Pune,Yes,Travel_Rarely,Marketing,1,Female,5,Low,Full Time,Single,18824,2,Yes,Good,Better,24,10,1,10,16
Research & Development,Healthcare Representative,Over 55,55,Hyderabad,No,Non-Travel,Medical,4,Male,4,High,Part Time,Divorced,13577,1,Yes,Good,Good,33,9,15,4,17
Research & Development,Laboratory Technician,Under 25,21,Pune,Yes,Travel_Frequently,Life Sciences,1,Female,1,Low,Full Time,Single,2625,1,No,Good,Best,2,2,2,7,17
Sales,Manager,45 - 54,46,Mumbai,No,Travel_Rarely,Marketing,4,Female,5,Medium,Part Time,Married,18789,2,No,Excellent,Best,11,4,0,10,16
Sales,Sales Executive,25 - 34,34,Hyderabad,No,Travel_Rarely,Marketing,3,Female,2,Low,Part Time,Single,4538,0,Yes,Good,Bad,3,2,0,2,12
Sales,Manager,45 - 54,51,Hyderabad,No,Travel_Frequently,Life Sciences,4,Male,5,High,Full Time,Divorced,19847,4,Yes,Low,Best,29,10,11,6,9
Research & Development,Manufacturing Director,Over 55,59,Hyderabad,No,Travel_Rarely,Medical,4,Male,3,High,Full Time,Single,10512,6,No,Low,Best,9,7,5,10,10
Research & Development,Laboratory Technician,25 - 34,34,Mumbai,No,Travel_Frequently,Medical,3,Female,2,Medium,Full Time,Divorced,4444,4,No,Good,Good,11,8,5,10,5
Research & Development,Laboratory Technician,25 - 34,28,Pune,No,Travel_Frequently,Medical,4,Male,1,Very High,Full Time,Single,2154,0,Yes,Good,Good,4,2,0,2,17
Research & Development,Manager,35 - 44,44,Banglore,No,Travel_Rarely,Life Sciences,3,Male,5,High,Full Time,Divorced,19190,1,No,Good,Good,25,9,14,4,9
Human Resources,Human Resources,25 - 34,34,Mumbai,No,Travel_Frequently,Life Sciences,3,Male,2,High,Full Time,Married,4490,4,No,Excellent,Bad,10,9,1,5,18
Research & Development,Research Scientist,35 - 44,35,Banglore,No,Travel_Rarely,Life Sciences,3,Male,1,Very High,Full Time,Married,3506,0,Yes,Excellent,Bad,3,2,2,7,10
Research & Development,Research Scientist,35 - 44,42,Hyderabad,No,Travel_Rarely,Medical,2,Female,2,Medium,Full Time,Married,2372,6,Yes,Low,Good,1,0,0,1,20
Sales,Sales Executive,35 - 44,43,Hyderabad,No,Travel_Rarely,Marketing,4,Female,3,Low,Full Time,Single,10231,3,No,Outstanding,Bad,21,7,15,2,14
Research & Development,Manufacturing Director,35 - 44,36,Mumbai,No,Travel_Rarely,Life Sciences,3,Female,2,Very High,Full Time,Single,5410,9,Yes,Low,Bad,16,14,5,7,20
Research & Development,Healthcare Representative,35 - 44,44,Mumbai,Yes,Travel_Rarely,Medical,1,Female,3,High,Full Time,Married,7978,1,No,Excellent,Bad,10,7,0,11,14
Research & Development,Laboratory Technician,25 - 34,28,Mumbai,No,Travel_Frequently,Life Sciences,4,Male,1,Low,Part Time,Married,3867,1,Yes,Low,Good,2,2,2,2,16
Research & Development,Laboratory Technician,45 - 54,51,Banglore,No,Travel_Frequently,Medical,2,Female,1,Very High,Full Time,Single,2838,0,No,Excellent,Better,7,0,7,7,15
Research & Development,Manufacturing Director,25 - 34,30,Pune,No,Non-Travel,Medical,3,Female,2,High,Part Time,Single,4695,7,Yes,Outstanding,Best,8,4,1,1,15
Research & Development,Laboratory Technician,25 - 34,29,Banglore,Yes,Travel_Rarely,Technical Degree,2,Female,1,Medium,Full Time,Divorced,3339,3,Yes,Excellent,Bad,7,7,7,1,10
Research & Development,Research Scientist,25 - 34,28,Pune,No,Travel_Rarely,Technical Degree,4,Male,1,Low,Part Time,Single,2080,2,No,Good,Bad,3,2,1,9,15
Research & Development,Research Scientist,25 - 34,25,Pune,No,Travel_Rarely,Medical,4,Female,1,Low,Full Time,Single,2096,1,No,Outstanding,Bad,2,2,2,4,19
Sales,Sales Executive,25 - 34,32,Pune,No,Travel_Rarely,Medical,3,Male,2,Very High,Part Time,Married,6209,1,No,Excellent,Better,10,7,0,4,16
Research & Development,Manager,45 - 54,45,Mumbai,No,Travel_Frequently,Medical,2,Female,5,Low,Part Time,Single,18061,3,No,Outstanding,Better,0,0,0,8,13
Research & Development,Manager,35 - 44,39,Pune,No,Travel_Rarely,Medical,3,Female,4,High,Part Time,Divorced,17123,6,Yes,Outstanding,Best,19,9,15,4,6
Research & Development,Research Scientist,Over 55,58,Banglore,No,Travel_Rarely,Life Sciences,1,Male,1,High,Part Time,Divorced,2372,1,No,Excellent,Better,2,2,2,4,10
Research & Development,Laboratory Technician,25 - 34,32,Hyderabad,Yes,Travel_Rarely,Life Sciences,4,Male,2,Very High,Part Time,Married,4883,1,No,Good,Better,10,4,1,4,17
Research & Development,Research Scientist,35 - 44,39,Mumbai,Yes,Travel_Rarely,Medical,3,Male,1,Medium,Full Time,Single,3904,0,No,Good,Best,5,2,0,3,19
Research & Development,Laboratory Technician,25 - 34,30,Banglore,No,Travel_Rarely,Technical Degree,1,Female,2,Medium,Full Time,Married,4627,0,No,Low,Good,9,2,6,3,13
Research & Development,Healthcare Representative,35 - 44,36,Pune,No,Travel_Rarely,Technical Degree,4,Female,3,Low,Full Time,Married,7094,3,No,Outstanding,Good,7,7,1,5,15
Human Resources,Human Resources,45 - 54,46,Hyderabad,No,Travel_Rarely,Life Sciences,4,Female,1,Medium,Full Time,Single,3423,6,No,Low,Best,7,6,5,3,20
Research & Development,Laboratory Technician,25 - 34,28,Hyderabad,No,Non-Travel,Life Sciences,3,Female,2,Very High,Part Time,Married,6674,0,No,Good,Good,9,8,7,4,19
Research & Development,Research Director,45 - 54,50,Pune,No,Travel_Rarely,Life Sciences,4,Female,4,Medium,Part Time,Married,16880,4,Yes,Excellent,Best,3,2,1,11,20
Sales,Sales Executive,35 - 44,40,Pune,Yes,Travel_Rarely,Marketing,4,Male,3,Low,Part Time,Single,9094,2,Yes,Good,Good,5,4,1,6,11
Sales,Sales Executive,45 - 54,52,Hyderabad,Yes,Travel_Rarely,Life Sciences,2,Male,3,High,Full Time,Single,8446,9,Yes,Good,Good,8,7,7,1,16
Research & Development,Manager,25 - 34,30,Pune,No,Travel_Rarely,Medical,2,Female,3,Very High,Part Time,Married,11916,1,Yes,Excellent,Bad,9,1,0,6,13
Research & Development,Manufacturing Director,35 - 44,39,Pune,No,Travel_Rarely,Life Sciences,1,Male,2,Low,Full Time,Single,4534,0,No,Excellent,Best,8,7,1,12,18
Sales,Sales Executive,25 - 34,31,Pune,No,Non-Travel,Life Sciences,4,Female,3,High,Full Time,Divorced,9852,1,Yes,Outstanding,Bad,10,8,9,7,11
Sales,Sales Executive,35 - 44,41,Banglore,No,Non-Travel,Medical,3,Male,2,Medium,Full Time,Single,6151,1,No,Good,Better,19,2,11,6,17
Sales,Sales Representative,25 - 34,31,Mumbai,Yes,Travel_Frequently,Life Sciences,4,Female,1,High,Part Time,Single,2302,1,Yes,Low,Best,3,2,2,11,17
Research & Development,Laboratory Technician,35 - 44,44,Mumbai,Yes,Travel_Rarely,Life Sciences,1,Male,1,High,Full Time,Married,2362,4,No,Good,Good,3,2,1,10,8
Research & Development,Manager,35 - 44,42,Hyderabad,No,Non-Travel,Life Sciences,3,Male,4,Medium,Full Time,Married,17861,0,Yes,Good,Bad,20,8,2,4,17
Research & Development,Manager,Over 55,55,Mumbai,No,Travel_Rarely,Medical,4,Female,5,Medium,Full Time,Married,19187,4,No,Outstanding,Bad,19,9,9,12,16
Human Resources,Manager,Over 55,56,Mumbai,No,Travel_Rarely,Life Sciences,4,Male,5,High,Part Time,Single,19717,6,No,Low,Good,7,3,7,7,13
Research & Development,Research Scientist,35 - 44,40,Banglore,No,Non-Travel,Life Sciences,3,Male,1,Medium,Full Time,Divorced,3544,9,No,Good,Best,4,2,0,5,19
Research & Development,Healthcare Representative,25 - 34,34,Banglore,No,Travel_Rarely,Life Sciences,4,Male,3,Low,Part Time,Divorced,8500,0,No,Excellent,Better,9,7,1,7,19
Research & Development,Research Scientist,35 - 44,40,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,2,High,Part Time,Single,4661,1,No,Excellent,Bad,9,8,8,6,19
Sales,Sales Executive,35 - 44,41,Mumbai,No,Travel_Frequently,Marketing,3,Female,2,Medium,Part Time,Divorced,4103,0,No,Good,Best,9,3,1,2,7
Research & Development,Research Scientist,35 - 44,35,Pune,No,Travel_Frequently,Life Sciences,3,Male,2,Medium,Full Time,Single,4249,1,Yes,Outstanding,Bad,9,6,1,5,11
Human Resources,Manager,45 - 54,51,Banglore,No,Travel_Rarely,Life Sciences,3,Male,4,Medium,Part Time,Divorced,14026,1,Yes,Low,Better,33,9,0,10,16
Sales,Sales Executive,35 - 44,38,Mumbai,No,Travel_Rarely,Life Sciences,2,Female,2,High,Part Time,Divorced,6893,3,No,Outstanding,Good,7,7,1,5,10
Sales,Sales Executive,25 - 34,34,Hyderabad,No,Travel_Rarely,Medical,3,Female,2,High,Part Time,Single,6125,1,No,Low,Better,10,8,9,8,13
Research & Development,Laboratory Technician,25 - 34,25,Pune,No,Travel_Rarely,Medical,4,Male,1,High,Part Time,Married,3669,3,No,Excellent,Better,3,2,1,6,8
Research & Development,Manufacturing Director,Over 55,58,Pune,Yes,Travel_Rarely,Medical,3,Female,3,Medium,Part Time,Married,10008,7,Yes,Outstanding,Better,10,9,5,6,15
Research & Development,Laboratory Technician,35 - 44,40,Hyderabad,No,Travel_Rarely,Life Sciences,2,Male,1,High,Full Time,Married,2387,3,No,Outstanding,Good,4,2,0,3,7
Sales,Sales Executive,35 - 44,36,Banglore,No,Travel_Frequently,Marketing,1,Female,2,Low,Part Time,Married,4639,2,No,Good,Good,15,7,6,7,11
Research & Development,Manufacturing Director,45 - 54,48,Pune,No,Travel_Rarely,Life Sciences,4,Male,3,High,Part Time,Single,7898,1,No,Outstanding,Bad,10,9,0,5,19
Sales,Sales Representative,25 - 34,27,Hyderabad,No,Travel_Rarely,Medical,3,Female,1,Low,Full Time,Married,2534,8,No,Good,Bad,1,0,0,4,19
Research & Development,Manufacturing Director,45 - 54,51,Banglore,No,Travel_Rarely,Technical Degree,4,Female,4,High,Part Time,Single,13142,3,No,Low,Bad,5,2,0,2,9
Research & Development,Laboratory Technician,Under 25,18,Hyderabad,No,Non-Travel,Life Sciences,4,Female,1,Medium,Full Time,Single,1611,1,No,Good,Best,0,0,0,5,11
Research & Development,Laboratory Technician,35 - 44,35,Banglore,No,Travel_Rarely,Medical,4,Female,2,Very High,Full Time,Married,5363,0,No,Low,Better,9,7,0,1,16
Sales,Sales Executive,25 - 34,27,Hyderabad,No,Travel_Frequently,Life Sciences,4,Male,2,High,Part Time,Single,5071,3,No,Low,Bad,6,2,0,2,18
Sales,Sales Executive,Over 55,55,Mumbai,Yes,Travel_Rarely,Marketing,1,Male,4,Medium,Full Time,Single,13695,6,Yes,Outstanding,Better,19,7,3,3,10
Research & Development,Manufacturing Director,Over 55,56,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,4,High,Part Time,Married,13402,4,Yes,Outstanding,Bad,19,16,15,1,8
Research & Development,Research Scientist,25 - 34,34,Hyderabad,No,Non-Travel,Technical Degree,1,Female,1,Low,Part Time,Divorced,2029,1,No,Excellent,Good,5,4,0,10,17
Research & Development,Healthcare Representative,35 - 44,40,Pune,No,Travel_Rarely,Medical,2,Female,2,Low,Full Time,Divorced,6377,5,No,Excellent,Better,12,11,11,8,6
Research & Development,Laboratory Technician,25 - 34,34,Pune,No,Travel_Rarely,Medical,2,Male,2,Very High,Part Time,Married,5429,4,No,Good,Better,8,7,7,7,20
Sales,Sales Representative,25 - 34,31,Banglore,Yes,Travel_Frequently,Life Sciences,3,Female,1,Very High,Full Time,Single,2785,7,No,Low,Better,1,0,0,2,14
Sales,Sales Executive,35 - 44,35,Mumbai,Yes,Travel_Frequently,Marketing,4,Female,2,High,Full Time,Married,4614,0,Yes,Excellent,Best,4,2,3,6,14
Research & Development,Research Scientist,35 - 44,38,Hyderabad,No,Travel_Frequently,Life Sciences,4,Male,1,Very High,Full Time,Divorced,2610,1,No,Good,Bad,4,2,0,1,20
Research & Development,Healthcare Representative,25 - 34,34,Mumbai,No,Travel_Rarely,Technical Degree,3,Female,2,High,Full Time,Single,6687,1,No,Excellent,Better,14,11,4,11,10
Sales,Sales Executive,25 - 34,28,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,2,Medium,Full Time,Married,4724,1,No,Good,Best,5,3,0,9,17
Research & Development,Manufacturing Director,25 - 34,31,Banglore,Yes,Travel_Rarely,Medical,4,Male,2,Very High,Full Time,Married,6179,1,Yes,Outstanding,Good,10,2,6,10,7
Sales,Sales Executive,35 - 44,39,Hyderabad,No,Travel_Rarely,Life Sciences,1,Male,2,Medium,Full Time,Married,6120,3,Yes,Good,Bad,5,4,1,3,12
Sales,Sales Executive,45 - 54,51,Pune,No,Travel_Frequently,Marketing,2,Male,3,High,Part Time,Married,10596,2,No,Good,Good,4,2,3,5,10
Research & Development,Research Scientist,35 - 44,41,Hyderabad,No,Travel_Frequently,Life Sciences,4,Female,2,Low,Full Time,Divorced,5467,3,Yes,Low,Bad,6,2,3,10,10
Research & Development,Research Scientist,35 - 44,37,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,1,High,Part Time,Married,2996,7,Yes,Good,Better,6,4,1,12,20
Sales,Sales Executive,25 - 34,33,Banglore,No,Travel_Frequently,Life Sciences,2,Male,2,Low,Part Time,Married,9998,6,No,Excellent,Better,5,4,1,10,5
Sales,Sales Executive,25 - 34,32,Hyderabad,No,Travel_Rarely,Marketing,3,Male,2,Low,Part Time,Married,4078,0,Yes,Good,Bad,3,2,1,9,19
Research & Development,Healthcare Representative,35 - 44,39,Mumbai,No,Non-Travel,Life Sciences,3,Male,3,Very High,Full Time,Married,10920,3,No,Outstanding,Best,6,4,0,11,6
Sales,Sales Executive,25 - 34,25,Pune,No,Travel_Rarely,Life Sciences,1,Male,2,Medium,Part Time,Married,6232,2,No,Low,Best,3,2,1,10,19
Research & Development,Manufacturing Director,45 - 54,52,Mumbai,No,Travel_Frequently,Medical,4,Female,4,Very High,Part Time,Married,13247,2,Yes,Low,Bad,5,3,0,6,8
Research & Development,Research Scientist,35 - 44,43,Banglore,No,Travel_Rarely,Medical,1,Female,2,Medium,Part Time,Single,4081,1,Yes,Excellent,Bad,20,7,1,7,10
Sales,Sales Executive,25 - 34,27,Pune,No,Travel_Rarely,Marketing,4,Female,2,High,Full Time,Married,5769,1,Yes,Good,Good,6,2,4,2,15
Research & Development,Research Scientist,25 - 34,27,Mumbai,Yes,Travel_Rarely,Life Sciences,4,Female,1,Medium,Part Time,Single,2394,1,Yes,Low,Bad,8,2,7,10,16
Research & Development,Research Scientist,25 - 34,26,Pune,No,Travel_Rarely,Medical,1,Male,1,Medium,Full Time,Single,3904,0,No,Good,Good,4,3,1,8,9
Human Resources,Manager,35 - 44,42,Mumbai,No,Travel_Rarely,Human Resources,3,Female,4,Medium,Part Time,Married,16799,0,No,Excellent,Bad,20,7,0,5,7
Research & Development,Laboratory Technician,25 - 34,52,Hyderabad,No,Travel_Rarely,Other,3,Female,1,Very High,Full Time,Married,2950,9,No,Good,Best,5,4,0,9,15
Research & Development,Laboratory Technician,35 - 44,37,Pune,No,Travel_Rarely,Medical,1,Female,1,Medium,Part Time,Single,3629,4,No,Low,Best,3,2,0,12,8
Research & Development,Manufacturing Director,35 - 44,35,Banglore,No,Travel_Frequently,Life Sciences,3,Male,3,High,Full Time,Single,9362,2,No,Low,Better,2,2,2,4,12
Research & Development,Laboratory Technician,45 - 54,25,Pune,No,Travel_Rarely,Technical Degree,1,Male,1,Medium,Full Time,Married,3229,4,No,Outstanding,Good,3,2,0,9,18
Research & Development,Laboratory Technician,Under 25,26,Mumbai,No,Travel_Rarely,Other,3,Male,1,Medium,Part Time,Single,3578,0,No,Outstanding,Good,7,7,0,5,12
Human Resources,Human Resources,35 - 44,29,Banglore,No,Travel_Rarely,Other,2,Male,3,Medium,Part Time,Single,7988,1,No,Good,Better,10,9,0,8,20
Research & Development,Laboratory Technician,Under 25,49,Mumbai,Yes,Travel_Frequently,Life Sciences,1,Male,2,Low,Part Time,Single,4284,3,No,Good,Good,4,3,1,10,11
Research & Development,Healthcare Representative,25 - 34,29,Hyderabad,Yes,Travel_Frequently,Other,3,Female,3,Very High,Part Time,Single,7553,0,Yes,Outstanding,Good,8,7,7,9,13
Research & Development,Research Director,45 - 54,54,Hyderabad,No,Travel_Rarely,Medical,4,Female,4,Low,Full Time,Single,17328,6,No,Good,Best,20,7,12,1,7
Research & Development,Research Director,35 - 44,58,Hyderabad,No,Travel_Rarely,Medical,4,Female,5,Low,Full Time,Married,19701,3,Yes,Good,Best,9,8,1,1,14
Research & Development,Research Director,35 - 44,55,Mumbai,No,Travel_Rarely,Medical,2,Male,4,Medium,Part Time,Divorced,14732,2,No,Excellent,Best,7,7,0,7,8
Sales,Sales Executive,25 - 34,36,Mumbai,No,Travel_Rarely,Marketing,1,Female,2,High,Part Time,Single,9278,3,Yes,Excellent,Bad,5,4,0,4,15
Sales,Sales Representative,35 - 44,31,Banglore,Yes,Travel_Frequently,Life Sciences,2,Female,1,High,Full Time,Single,1359,1,No,Outstanding,Bad,1,0,0,7,11
Sales,Sales Executive,25 - 34,30,Banglore,No,Travel_Rarely,Marketing,4,Female,2,High,Part Time,Divorced,4779,7,No,Excellent,Best,3,2,0,9,5
Research & Development,Research Director,35 - 44,31,Hyderabad,No,Travel_Rarely,Life Sciences,1,Female,4,Low,Part Time,Single,16422,3,No,Low,Better,3,2,1,2,12
Research & Development,Research Scientist,35 - 44,34,Mumbai,No,Travel_Frequently,Other,4,Male,1,Medium,Part Time,Divorced,2996,5,No,Excellent,Good,4,3,1,1,8
Research & Development,Research Scientist,25 - 34,31,Hyderabad,Yes,Travel_Rarely,Life Sciences,1,Female,1,Medium,Full Time,Single,1261,1,No,Low,Better,1,0,0,12,5
Research & Development,Laboratory Technician,35 - 44,27,Banglore,No,Travel_Rarely,Life Sciences,2,Male,1,Low,Part Time,Married,2099,0,No,Low,Bad,5,0,1,8,15
Research & Development,Laboratory Technician,25 - 34,36,Pune,No,Travel_Rarely,Life Sciences,1,Male,2,High,Part Time,Single,5810,1,No,Low,Good,10,4,1,9,6
Sales,Sales Executive,25 - 34,36,Hyderabad,No,Travel_Rarely,Marketing,3,Female,2,Medium,Part Time,Married,5647,4,No,Low,Bad,3,2,0,5,6
Research & Development,Research Scientist,45 - 54,47,Pune,No,Travel_Rarely,Technical Degree,1,Male,1,Medium,Full Time,Married,3420,7,No,Good,Best,6,5,1,8,7
Sales,Sales Representative,25 - 34,25,Banglore,Yes,Travel_Rarely,Life Sciences,1,Male,1,Very High,Full Time,Married,4400,3,No,Good,Best,3,2,2,10,6
Research & Development,Laboratory Technician,25 - 34,37,Pune,No,Non-Travel,Technical Degree,3,Male,1,High,Part Time,Single,3500,0,No,Outstanding,Bad,6,5,1,8,12
Research & Development,Research Scientist,35 - 44,56,Mumbai,No,Travel_Rarely,Life Sciences,1,Female,1,Low,Full Time,Married,2066,2,No,Good,Better,3,2,1,9,7
Research & Development,Research Director,35 - 44,47,Mumbai,No,Travel_Rarely,Medical,1,Female,4,Medium,Full Time,Married,17169,3,No,Low,Good,20,17,5,11,16
Sales,Sales Executive,25 - 34,24,Hyderabad,No,Travel_Rarely,Medical,4,Female,2,Very High,Full Time,Married,4162,1,Yes,Low,Better,5,4,0,9,12
Sales,Sales Executive,25 - 34,32,Banglore,No,Travel_Rarely,Marketing,4,Male,2,Very High,Full Time,Married,9204,4,No,Excellent,Good,4,3,0,4,15
